Eval-AverageReturn,StdReturn,Time-EnvSampling,PolicyExecTime,Time-EnvSampleProc,Time-AgentEval,AverageReturn,n_timesteps,Epochs,Time-ModelFit,AverageDiscountedReturn,AvgModelEpochTime,MaxReturn,MinReturn,NumTrajs,ItrTime,EnvExecTime,Time,Itr
137.28,10.99006219211209,0.11840295791625977,0.014908075332641602,0.001772165298461914,23.071236610412598,22.674157303370787,2000,99,4.557134628295898,19.908276603822074,0.037943763732910155,53.0,9.0,89,27.748858213424683,0.0924525260925293,27.748867988586426,0
174.76,51.10341078391931,10.718796491622925,10.33585810661316,0.0021848678588867188,27.67949628829956,134.0625,4000,99,7.823101758956909,70.47444111434255,0.07075207471847535,200.0,45.0,16,46.2237868309021,0.339444637298584,74.07514524459839,1
164.52,32.66848009682628,12.235100030899048,11.807328939437866,0.004560947418212891,26.28450894355774,152.35714285714286,6000,66,7.176037549972534,77.2538566345652,0.09942251176976447,200.0,111.0,14,45.700419187545776,0.3788564205169678,119.86750888824463,2
175.48,43.24267561197896,10.229902267456055,9.873484134674072,0.0018253326416015625,27.540710926055908,157.6153846153846,8000,99,13.433119297027588,77.32666060892379,0.1266999626159668,200.0,63.0,13,51.20579695701599,0.31523656845092773,171.16328883171082,3
177.6,19.392850348210786,12.027150392532349,11.607895374298096,0.0016903877258300781,28.919555187225342,190.9090909090909,10000,4,0.7968118190765381,84.99143792801107,0.1506666660308838,200.0,133.0,11,41.74542021751404,0.372499942779541,213.00940585136414,4
166.52,32.161376939843024,11.241791009902954,10.847395420074463,0.0015959739685058594,26.45684504508972,171.25,12000,1,0.3808267116546631,81.11891270219832,0.1808415651321411,200.0,115.0,12,38.081258058547974,0.34955358505249023,251.18919587135315,5
170.6,34.55942948988983,10.290783166885376,9.930902481079102,0.0017800331115722656,27.70352864265442,172.75,14000,3,0.8788444995880127,81.20929051564163,0.2105344533920288,200.0,107.0,12,38.87512803077698,0.31871700286865234,290.16873145103455,6
170.16,26.448062310876388,12.814991474151611,12.368831872940063,0.0018463134765625,26.866568088531494,178.0,16000,4,1.2653594017028809,82.64521912754354,0.24444160461425782,200.0,126.0,12,40.94897937774658,0.39614415168762207,331.2094101905823,7
178.76,44.57863207714905,11.581005811691284,11.175332307815552,0.001689910888671875,29.35153031349182,161.23076923076923,18000,8,2.4432570934295654,78.03799088739545,0.2624221642812093,200.0,81.0,13,43.37769317626953,0.3599073886871338,374.6786904335022,8
176.24,32.93260106669,12.213675260543823,11.787331819534302,0.00186920166015625,26.89124298095703,161.53846153846155,20000,2,0.9043753147125244,79.1785169364041,0.29160817464192706,200.0,111.0,13,40.011390924453735,0.37807536125183105,414.797447681427,9
165.64,32.125621481234504,12.504251956939697,12.064337253570557,0.0019168853759765625,26.147838592529297,174.33333333333334,22000,99,32.52948594093323,81.66746645211735,0.316523973941803,200.0,112.0,12,71.18377351760864,0.3903169631958008,486.07272505760193,10
169.0,35.4831728507409,12.04626178741455,11.62753677368164,0.0017461776733398438,26.650476694107056,175.33333333333334,24000,4,1.774282455444336,81.59515772044794,0.3453668117523193,200.0,107.0,12,40.47306847572327,0.37169790267944336,526.645340681076,11
172.24,23.719086013637078,10.959573030471802,10.575139045715332,0.0016527175903320312,27.640341997146606,185.63636363636363,26000,1,0.7654159069061279,84.01050044767084,0.37192726135253906,200.0,122.0,11,39.36718201637268,0.3410813808441162,566.1115210056305,12
164.88,34.53611233991973,11.388306617736816,10.98738431930542,0.0018334388732910156,26.49691915512085,169.41666666666666,28000,6,2.883488178253174,80.58633304440686,0.40227699279785156,200.0,101.0,12,40.7707793712616,0.3560643196105957,606.9819846153259,13
173.68,26.232930958371135,12.239966869354248,11.815757751464844,0.002030611038208008,27.65349793434143,170.0,30000,12,5.630242109298706,81.23003681294114,0.4237553889934833,200.0,122.0,12,45.52593970298767,0.3763251304626465,652.615889787674,14
