Time-ModelFit,Pre-Loss,Time-AgentEval,AverageDiscountedReturn,n_timesteps,AvgModelEpochTime,StdReturn,Itr,Eval-AverageReturn,Time-EnvSampling,Epochs,Post-Loss,MaxReturn,Time,Time-EnvSampleProc,NumTrajs,ItrTime,EnvExecTime,AverageReturn,MinReturn,PolicyExecTime
8.666147232055664,0.015653798,78.14902091026306,27.404216571056043,1000,0.08654547452926636,12.222531092182061,0,126.8,0.08572578430175781,99,0.0014451438,57.0,86.90208911895752,0.0009450912475585938,33,86.90207958221436,0.06737875938415527,32.60606060606061,11.0,0.009893178939819336
0.18522334098815918,0.050566584,67.72792601585388,64.24175551172908,2000,0.06132404009501139,34.78864757359791,1,123.16,30.8343608379364,2,0.047001872,200.0,185.7294886112213,0.0010221004486083984,10,98.74863958358765,0.16778016090393066,107.5,55.0,30.64733624458313
0.18046927452087402,0.031889424,61.73541021347046,57.453317410704294,3000,0.08976268768310547,53.813574741381764,2,118.72,25.61480402946472,1,0.029536495,200.0,273.33826088905334,0.0005676746368408203,11,87.5313606262207,0.14270853996276855,98.0909090909091,26.0,25.455146551132202
0.2913022041320801,0.021858748,75.16130018234253,54.26060016040859,4000,0.14517426490783691,54.903640336704655,3,144.92,25.66650700569153,1,0.023697352,170.0,374.53750681877136,0.0006909370422363281,12,101.1199095249176,0.14426445960998535,92.58333333333333,16.0,25.50450849533081
0.8789873123168945,0.025927275,68.73888444900513,64.0509205871506,5000,0.17555088996887208,46.12784167699349,4,120.0,23.915937423706055,4,0.025164502,200.0,468.1620979309082,0.00091552734375,9,93.53483390808105,0.1316847801208496,112.33333333333333,29.0,23.768487691879272
23.37020778656006,0.022821056,68.198410987854,58.83305151674181,6000,0.2335885715484619,47.35569642050547,5,126.6,28.900737762451172,99,0.019156484,174.0,588.7092351913452,0.0009870529174804688,11,120.4704601764679,0.1574242115020752,99.27272727272727,33.0,28.72461175918579
0.5288081169128418,0.028145956,67.2485945224762,65.55359506979181,7000,0.26397454738616943,45.917263221237334,6,115.0,26.51116394996643,1,0.030874696,200.0,683.0859897136688,0.0005106925964355469,9,94.28917789459229,0.1439042091369629,116.77777777777777,27.0,26.350226163864136
0.9618256092071533,0.025484271,72.36862134933472,55.53092898738523,8000,0.32026950518290204,51.133811384119085,7,127.84,31.461334943771362,2,0.029287847,200.0,787.9562327861786,0.0006401538848876953,12,104.79252648353577,0.17241454124450684,93.0,22.0,31.269131660461426
23.807857990264893,0.017231302,60.14580821990967,51.68850607440626,9000,0.3500007005298839,40.474990451771646,8,105.72,27.1392240524292,67,0.014713646,158.0,899.12770652771,0.0005533695220947266,13,111.09354615211487,0.14885473251342773,80.07692307692308,25.0,26.97318959236145
38.251304149627686,0.0180698,51.037657737731934,63.30406895710323,10000,0.38240231275558473,40.007437325106366,9,91.84,29.87349820137024,99,0.015650136,200.0,1018.3681640625,0.000576019287109375,11,119.16314029693604,0.1643974781036377,106.63636363636364,54.0,29.69002056121826
