NumTrajs,MaxReturn,Time-ModelFit,AverageReturn,ItrTime,Itr,Epochs,AverageDiscountedReturn,AvgModelEpochTime,Eval-AverageReturn,Time,Time-EnvSampleProc,n_timesteps,EnvExecTime,PolicyExecTime,Time-EnvSampling,MinReturn,StdReturn,Time-AgentEval
99,56.0,4.790999412536621,20.22222222222222,31.30268383026123,0,99,18.066517064401495,0.040209758281707766,160.84,31.302693367004395,0.005615234375,2000,0.1491680145263672,0.03132510185241699,0.20142054557800293,9.0,9.072720300306132,26.304300785064697
13,200.0,7.477556228637695,156.30769230769232,46.28048872947693,1,99,77.66252399405893,0.06734089374542236,171.04,77.68682551383972,0.0018062591552734375,4000,0.3484518527984619,10.926533937454224,11.319756031036377,95.0,38.18252644134208,27.481149673461914
