Epochs,PolicyExecTime,n_timesteps,Time-EnvSampleProc,Time-ModelFit,MinReturn,Eval-AverageReturn,AverageReturn,StdReturn,MaxReturn,AvgModelEpochTime,EnvExecTime,NumTrajs,Time,AverageDiscountedReturn,Time-EnvSampling,Time-AgentEval,Itr,ItrTime
99,0.034484148025512695,2000,0.0043981075286865234,4.842982530593872,8.0,179.76,17.901785714285715,7.704312129103614,45.0,0.04079529047012329,0.17364859580993652,112,34.14257788658142,16.224434802691015,0.23154234886169434,29.063323736190796,0,34.14256763458252
