Epochs,PolicyExecTime,n_timesteps,Time-EnvSampleProc,Time-ModelFit,MinReturn,Eval-AverageReturn,AverageReturn,StdReturn,MaxReturn,AvgModelEpochTime,EnvExecTime,NumTrajs,Time,AverageDiscountedReturn,Time-EnvSampling,Time-AgentEval,Itr,ItrTime
99,0.015352487564086914,2000,0.001783609390258789,4.554088830947876,9.0,161.56,21.125,10.709468162954373,58.0,0.03804779291152954,0.09608101844787598,96,32.803481578826904,18.682512409937427,0.1225895881652832,28.12474799156189,0,32.80347537994385
