Eval-AverageReturn,StdReturn,Time-EnvSampling,PolicyExecTime,Time-EnvSampleProc,Time-AgentEval,AverageReturn,n_timesteps,Epochs,Time-ModelFit,AverageDiscountedReturn,AvgModelEpochTime,MaxReturn,MinReturn,NumTrajs,ItrTime,EnvExecTime,Time,Itr
180.84,13.890546386358047,0.16904377937316895,0.025459766387939453,0.003764629364013672,28.77866244316101,23.928571428571427,2000,99,4.828850507736206,20.663280583360898,0.040521068572998045,75.0,9.0,84,33.78063225746155,0.12678217887878418,33.78064036369324,0
180.28,27.74023542000004,11.978192567825317,11.561089277267456,0.0017032623291015625,27.820702075958252,186.54545454545453,4000,99,7.511794328689575,83.94728683928119,0.06768709897994996,200.0,116.0,11,47.31261444091797,0.37043070793151855,81.20100617408752,1
165.68,36.57213192217994,11.609827518463135,11.207343578338623,0.0018436908721923828,25.940651178359985,176.75,6000,13,1.5238564014434814,81.5865402581462,0.10105584348951067,200.0,73.0,12,39.07640624046326,0.35593628883361816,120.37245345115662,2
189.96,33.013646064109324,8.723863124847412,8.421521425247192,0.0016226768493652344,29.77131938934326,182.9090909090909,8000,9,1.3521065711975098,83.02726375420582,0.12719480991363524,200.0,111.0,11,39.849119663238525,0.266355037689209,160.31881022453308,3
167.28,41.92413548416562,11.616247415542603,11.214660406112671,0.001850128173828125,27.235158920288086,159.46153846153845,10000,46,7.747433662414551,77.99502717625651,0.15705490112304688,200.0,105.0,13,46.600897789001465,0.3562805652618408,207.0120882987976,4
177.44,29.71379683282199,11.76764988899231,11.365309715270996,0.0018165111541748047,27.431499004364014,174.41666666666666,12000,3,0.7608504295349121,81.8149189861016,0.18116146326065063,200.0,111.0,12,39.96202564239502,0.3564262390136719,247.07196521759033,5
165.16,29.78942299243512,11.534828424453735,11.13515329360962,0.0015485286712646484,26.61368751525879,175.41666666666666,14000,12,2.932603597640991,82.02005715519114,0.21724433165330154,200.0,118.0,12,41.08288097381592,0.3539705276489258,288.2555525302887,6
171.84,35.782036927300084,11.485945701599121,11.084411859512329,0.0016131401062011719,27.4891254901886,168.75,16000,1,0.48204612731933594,80.35181966214053,0.23096728324890137,200.0,105.0,12,39.45893836021423,0.3554837703704834,327.8158075809479,7
182.84,42.359732515391435,12.697646856307983,12.259124279022217,0.0018208026885986328,29.561882257461548,150.28571428571428,18000,47,13.17069387435913,75.63247718905917,0.2658124665419261,200.0,51.0,14,55.43232011795044,0.3877737522125244,383.34584951400757,8
184.24,29.32010639566737,12.751877784729004,12.31172776222229,0.0016360282897949219,29.741631984710693,168.15384615384616,20000,4,1.5073316097259521,80.72346236000509,0.2925227642059326,200.0,120.0,13,44.00270891189575,0.38909411430358887,427.4424967765808,9
159.64,38.091629293352916,11.830715894699097,11.423108577728271,0.0016088485717773438,24.700202465057373,173.83333333333334,22000,8,3.0043327808380127,81.09668607398895,0.3246929910447862,200.0,105.0,12,39.53707981109619,0.36110377311706543,467.08451533317566,10
168.4,28.267939240222105,12.191298007965088,11.773808479309082,0.0018351078033447266,27.891910076141357,179.91666666666666,24000,11,4.327383518218994,82.8604510639717,0.3511494795481364,200.0,120.0,12,44.41264986991882,0.370161771774292,511.5939383506775,11
178.92,32.564365030236424,11.354117631912231,10.96300220489502,0.0016210079193115234,27.626272916793823,157.84615384615384,26000,1,0.8002560138702393,78.43112946194248,0.3893495798110962,200.0,112.0,13,39.78252053260803,0.34540534019470215,551.4703800678253,12
176.52,32.071101564423316,10.875982284545898,10.497955083847046,0.001621246337890625,27.747127771377563,169.33333333333334,28000,1,0.8308441638946533,80.74046946339537,0.40443146228790283,200.0,104.0,12,39.45578193664551,0.33405590057373047,591.0284371376038,13
179.92,51.403416467096775,11.82132863998413,11.414245128631592,0.0016815662384033203,28.81092381477356,155.78571428571428,30000,10,4.827232837677002,75.55013940301954,0.4293979081240567,200.0,25.0,14,45.46139144897461,0.36029481887817383,636.5860769748688,14
