NumTrajs,MaxReturn,Time-ModelFit,AverageReturn,ItrTime,Itr,Epochs,AverageDiscountedReturn,AvgModelEpochTime,Eval-AverageReturn,Time,Time-EnvSampleProc,n_timesteps,EnvExecTime,PolicyExecTime,Time-EnvSampling,MinReturn,StdReturn,Time-AgentEval
96,67.0,4.638833284378052,20.989583333333332,28.694082260131836,0,99,18.646336607317537,0.03874754667282104,141.84,28.69408941268921,0.003573894500732422,2000,0.15118956565856934,0.02994823455810547,0.20188164710998535,10.0,9.794231711900066,23.849442720413208
16,200.0,0.5215451717376709,125.375,38.2050986289978,1,6,69.29380431447305,0.06650676046098981,160.6,67.01045250892639,0.002609729766845703,4000,0.33597874641418457,10.576773166656494,10.957602977752686,66.0,40.45348408975425,26.723104238510132
