Eval-AverageReturn,StdReturn,Time-EnvSampling,PolicyExecTime,Time-EnvSampleProc,Time-AgentEval,AverageReturn,n_timesteps,Epochs,Time-ModelFit,AverageDiscountedReturn,AvgModelEpochTime,MaxReturn,MinReturn,NumTrajs,ItrTime,EnvExecTime,Time,Itr
160.36,7.5017687756497535,0.23077774047851562,0.03580760955810547,0.004403114318847656,26.814836502075195,19.798076923076923,2000,99,4.63028621673584,17.81465748479501,0.03852165460586548,41.0,8.0,104,31.680824041366577,0.1703486442565918,31.680840253829956,0
163.52,48.91823875447926,11.505789279937744,11.104212760925293,0.0018341541290283203,25.253196239471436,158.92307692307693,4000,2,0.24258089065551758,76.98741798031686,0.07009124755859375,200.0,76.0,13,37.00363612174988,0.35483241081237793,68.79431128501892,1
186.72,35.88175023601831,11.068248271942139,10.682977199554443,0.0017883777618408203,28.784085988998413,177.0,6000,99,10.68355131149292,81.7414550615917,0.09921809673309326,200.0,80.0,12,50.53788423538208,0.3412792682647705,119.43365812301636,2
173.96,31.191490681099083,11.320043563842773,10.92416787147522,0.001514434814453125,27.974737405776978,183.0,8000,6,0.9387259483337402,83.10248643437808,0.1260216236114502,200.0,93.0,11,40.23523998260498,0.35053586959838867,159.76856994628906,3
170.56,33.262842131523676,12.386935472488403,11.954140901565552,0.0016896724700927734,27.683565139770508,175.5,10000,7,1.2767930030822754,81.80158978553398,0.15151429176330566,200.0,119.0,12,41.34918928146362,0.38416409492492676,201.21989011764526,4
163.88,33.52397862511464,11.946589469909668,11.53217601776123,0.004629850387573242,25.44250988960266,155.0,12000,4,0.9657814502716064,77.69946487642187,0.18442535400390625,200.0,94.0,14,38.35975670814514,0.3671441078186035,239.6763939857483,5
165.88,41.12143263825109,10.581929206848145,10.21414303779602,0.0018584728240966797,27.01819396018982,166.83333333333334,14000,10,2.367661714553833,79.42483104216055,0.2067051800814542,200.0,75.0,12,39.969860315322876,0.32459306716918945,279.73917508125305,6
162.08,29.665730322302124,10.615389347076416,10.245464086532593,0.0017206668853759766,26.08355474472046,176.66666666666666,16000,27,6.832299709320068,82.2422364958571,0.23560214042663574,200.0,121.0,12,43.533174991607666,0.3261876106262207,323.3683180809021,7
183.8,24.81668327144144,11.989187955856323,11.573698997497559,0.0016875267028808594,28.82925248146057,189.63636363636363,18000,1,0.5578362941741943,84.55813537912019,0.26893842220306396,200.0,116.0,11,41.37816905975342,0.3691236972808838,364.846675157547,8
183.52,47.73246018279428,12.009872913360596,11.592833042144775,0.001997709274291992,29.47582197189331,156.42857142857142,20000,1,0.5928223133087158,76.34452964324252,0.2864532470703125,200.0,39.0,14,42.080724477767944,0.36919236183166504,407.02909779548645,9
184.8,29.35076584386346,11.655931234359741,11.252203464508057,0.0018761157989501953,29.773237466812134,160.3846153846154,22000,1,0.6242058277130127,79.19411811449893,0.30188560485839844,200.0,121.0,13,42.05547547340393,0.35695719718933105,449.18404150009155,10
171.08,27.640926781374993,12.251539945602417,11.82596755027771,0.0019066333770751953,27.923791885375977,174.25,24000,99,35.407150745391846,81.9426979644211,0.3453350877761841,200.0,124.0,12,75.58459901809692,0.37815427780151367,524.8726561069489,11
170.88,37.86012267398098,9.484106063842773,9.1517493724823,0.0017933845520019531,27.792981386184692,172.66666666666666,26000,4,1.9173734188079834,80.86275036836291,0.3733529567718506,200.0,92.0,12,39.19644498825073,0.2934706211090088,564.1700224876404,12
179.16,29.617937507905953,12.2177734375,11.795411348342896,0.0017616748809814453,27.979975938796997,170.33333333333334,28000,3,1.6148264408111572,81.07922822977615,0.39339059591293335,200.0,116.0,12,41.81453800201416,0.3734738826751709,606.0769555568695,13
174.68,18.513341180156882,12.065932035446167,11.64680290222168,0.0020220279693603516,28.799895763397217,192.72727272727272,30000,1,0.8833949565887451,85.29018075885669,0.4305269718170166,200.0,136.0,11,41.75149846076965,0.3715376853942871,647.9363763332367,14
