Epochs,PolicyExecTime,n_timesteps,Time-EnvSampleProc,Time-ModelFit,MinReturn,Eval-AverageReturn,AverageReturn,StdReturn,MaxReturn,AvgModelEpochTime,EnvExecTime,NumTrajs,Time,AverageDiscountedReturn,Time-EnvSampling,Time-AgentEval,Itr,ItrTime
99,0.021961450576782227,2000,0.0033075809478759766,4.585981845855713,10.0,154.8,22.444444444444443,9.775378493508986,63.0,0.038222217559814455,0.11910247802734375,90,28.862048864364624,19.82373615924594,0.15614914894104004,24.116281509399414,0,28.862040281295776
