Time-ModelFit,Pre-Loss,Time-AgentEval,AverageDiscountedReturn,n_timesteps,AvgModelEpochTime,StdReturn,Itr,Eval-AverageReturn,Time-EnvSampling,Epochs,Post-Loss,MaxReturn,Time,Time-EnvSampleProc,NumTrajs,ItrTime,EnvExecTime,AverageReturn,MinReturn,PolicyExecTime
8.719706296920776,0.03385402,91.58332347869873,28.67444357636039,1000,0.08706823587417603,18.555377156045402,0,143.04,0.09634876251220703,99,0.0051126718,92.0,100.40181422233582,0.002145528793334961,29,100.40180468559265,0.0749964714050293,35.206896551724135,13.0,0.011285066604614258
3.4354965686798096,0.027774625,85.74273419380188,66.87796882933634,2000,0.0612247245652335,41.5505047435581,1,152.72,29.540801525115967,55,0.008229518,175.0,219.19994640350342,0.0010747909545898438,9,118.72021508216858,0.16362309455871582,119.33333333333333,35.0,29.35805630683899
7.7342705726623535,0.02912565,88.14390659332275,76.0502516131882,3000,0.11887305333064152,27.299889205219934,2,160.96,32.9275484085083,64,0.0150465295,200.0,348.0831878185272,0.0005216598510742188,9,128.80635237693787,0.17689299583435059,145.77777777777777,110.0,32.730663776397705
13.761961936950684,0.021590706,85.14200925827026,75.52792646955882,4000,0.14786634906645743,35.89372333709614,3,157.4,32.037569999694824,92,0.013084933,200.0,479.1038975715637,0.0005445480346679688,8,130.94220566749573,0.17334508895874023,146.125,102.0,31.84366273880005
0.6239490509033203,0.03718934,85.70355987548828,72.20724225891115,5000,0.20752573013305664,34.85236720798173,4,156.52,30.3693106174469,2,0.03925777,200.0,595.8879923820496,0.0009799003601074219,8,116.69790887832642,0.16131186485290527,132.75,101.0,30.18984603881836
23.47721552848816,0.0239162,92.56560015678406,77.7293440571231,6000,0.23466057062149048,35.97618259745904,5,166.24,28.079236268997192,99,0.014447622,200.0,740.0880036354065,0.000621795654296875,7,144.1227889060974,0.1496422290802002,156.0,103.0,27.912444353103638
1.1775305271148682,0.020475034,82.74204349517822,76.98606673238855,7000,0.2940422296524048,39.621165236447524,6,146.12,29.007242918014526,3,0.020129226,200.0,853.0937197208405,0.0008945465087890625,7,112.92781972885132,0.15583467483520508,154.14285714285714,96.0,28.83330249786377
14.502354621887207,0.022671305,90.94861841201782,75.00676396188406,8000,0.3221532927619086,46.367212201586355,7,171.6,25.05007243156433,44,0.016663555,200.0,983.6749534606934,0.0004031658172607422,7,130.50154542922974,0.13656830787658691,148.28571428571428,89.0,24.89701533317566
35.46960997581482,0.019585555,93.27126121520996,69.09253891286227,9000,0.35457966566085813,38.53553755069453,8,174.64,31.217101097106934,99,0.012649071,200.0,1143.711503982544,0.0010538101196289062,9,159.9591362476349,0.1689002513885498,123.88888888888889,62.0,31.028841495513916
41.22350239753723,0.018516405,98.75663137435913,75.40831381701177,10000,0.41212589025497437,34.49401012775809,9,172.32,30.437405824661255,99,0.013897464,200.0,1314.2097420692444,0.0005280971527099609,7,170.4181661605835,0.16566896438598633,145.14285714285714,110.0,30.25302529335022
43.26191830635071,0.017596673,72.69543361663818,81.91439754662274,11000,0.44133593354906353,33.870669054835965,10,134.72,33.39998459815979,97,0.013661618,200.0,1463.6454570293427,0.0005180835723876953,6,149.35796475410461,0.17492008209228516,176.33333333333334,120.0,33.20604658126831
44.23854732513428,0.02062748,90.48504757881165,70.21984725529772,12000,0.47050609740805116,34.049346905504045,11,169.36,31.853864192962646,93,0.01564767,186.0,1630.3012573719025,0.0010380744934082031,9,166.57861161231995,0.16975879669189453,126.44444444444444,59.0,31.664672136306763
53.28246760368347,0.021837302,91.9532585144043,69.21937726116775,13000,0.5327109599113464,12.913769089571234,12,160.8,26.808329582214355,99,0.016312776,133.0,1802.4260313510895,0.0009658336639404297,9,172.0451283454895,0.14476656913757324,118.11111111111111,89.0,26.64665985107422
56.17905044555664,0.022221098,95.39076447486877,75.24913723962244,14000,0.5616788673400879,41.05297722182291,13,171.68,31.93866276741028,99,0.01689147,200.0,1986.0295827388763,0.000576019287109375,7,183.50916576385498,0.17291998863220215,147.28571428571428,83.0,31.74647092819214
